location_id,name,brand,address,city,state,zip_code,phone,latitude,longitude,website,is_kroger_banner,status,status_basis,source,api_collected_at_utc,department_count
62000412,City Market - Rawlins,CITYMARKET,602 N Higley Blvd,Rawlins,WY,82301,3073281421,41.7946075,-107.2173541,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,23
61500085,Dillons Marketplace - Andover Marketplace,DILLONS,225 E Cloud Ave,Andover,KS,67002,3167333720,37.676928,-97.1330589,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,51
61500038,Dillons - Ark City Dillons Summit Vine Dillons,DILLONS,425 N Summit St,Arkansas City,KS,67005,6204427931,37.0665729,-97.0399322,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,24
61500018,Dillons - Augusta Dillons,DILLONS,1510 Ohio St,Augusta,KS,67010,3167755443,37.6909718,-96.9699708,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,25
61500050,Dillons - Colby Dillons,DILLONS,1605 S Range Ave,Colby,KS,67701,7854621300,39.3741781,-101.0531466,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,26
61500057,Dillons - Little Dillons Baby Dillons,DILLONS,200 W Greenway St,Derby,KS,67037,3167882809,37.5580231,-97.2721672,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,14
61500083,Dillons Marketplace - Derby Marketplace,DILLONS,1624 N Rock Rd,Derby,KS,67037,3165542120,37.5636666,-97.2412639,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,53
61500001,Dillons - Dodge City Dillons,DILLONS,1700 N 14Th Ave,Dodge City,KS,67801,6202256130,37.7647784,-100.0314798,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,31
61500029,Dillons - El Dorados Best El Dorado Dillons,DILLONS,700 N Main St,El Dorado,KS,67042,3163210332,37.825213,-96.847924,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,30
61500039,Dillons - Emporia Dillons 12th Lakeview Dillons,DILLONS,902 E 12Th Ave,Emporia,KS,66801,6203432360,38.4129842,-96.1675826,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,22
61500005,Dillons - Dillons East,DILLONS,1305 E Kansas Ave,Garden City,KS,67846,6202754274,37.9764768,-100.8579413,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,30
61500060,Dillons - Jones Ave Dillons West Dillons,DILLONS,1211 Buffalo Jones Ave,Garden City,KS,67846,6202750151,37.9766476,-100.8846112,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,26
61500051,Dillons - Big Dillons 10th Street Dillons,DILLONS,4107 10Th St,Great Bend,KS,67530,6207923591,38.3599667,-98.7941046,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,30
61500003,Dillons - North Store 19th Main,DILLONS,1811 Main St,Great Bend,KS,67530,6207937887,38.3703081,-98.7656017,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,15
61500704,Dillons - Greensburg,DILLONS,203 W Kansas Ave,Greensburg,KS,67054,6207232224,37.605786,-99.294799,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,12
61500061,Dillons - Big Dillons Vine Street Dillons,DILLONS,1902 Vine St,Hays,KS,67601,7856286137,38.875425,-99.3163489,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,36
61500014,Dillons - Little Dillons Hall Street Dillons,DILLONS,515 W 27th St,Hays,KS,67601,7856281016,38.8862339,-99.3353089,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,23
61500010,Dillons - 4th Street Dillons on 4th,DILLONS,725 E 4Th Ave,Hutchinson,KS,67501,6206623316,38.0570601,-97.9161782,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,27
61500025,Dillons - 5th Adams Dillons 5th Street Dillons,DILLONS,206 W 5Th Ave,Hutchinson,KS,67501,6206634464,38.0592909,-97.9362941,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,27
61500008,Dillons - Little Dillons Main Street Dillons,DILLONS,1321 N Main St,Hutchinson,KS,67501,6206621273,38.0680302,-97.9322571,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,13
61500097,Dillons Marketplace - Hutch Marketplace,DILLONS,3200 Plaza East Dr,Hutchinson,KS,67502,6206655579,38.0890901,-97.895862,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,46
61500044,Dillons - JC Dillons Junction City Dillons,DILLONS,618 W 6Th St,Junction City,KS,66441,7852382141,39.0290296,-96.8400809,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,36
61500009,Dillons - Larned Dillons,DILLONS,423 Main St,Larned,KS,67550,6202853171,38.178162,-99.1005843,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,17
61500170,Dillons - At the Crossing Dillons,DILLONS,2205 Iowa St,Lawrence,KS,66046,7858413366,38.944214,-95.261901,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,42
61500098,Dillons - Dapper Dillons,DILLONS,1740 Massachusetts St,Lawrence,KS,66044,7858422942,38.9518574,-95.2352949,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,39
61500068,Dillons - Lawrence Ave Dillons,DILLONS,3000 W 6Th St,Lawrence,KS,66049,7858430652,38.9726352,-95.2716393,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,36
61500019,Dillons - Wakarusa Dillons,DILLONS,4701 W 6Th St,Lawrence,KS,66049,7858380100,38.9702211,-95.304068,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,43
61500040,Dillons - Leavenworth Dillons,DILLONS,720 Eisenhower Rd,Leavenworth,KS,66048,9132503500,39.2679367,-94.9200065,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,33
61500073,Dillons - Liberal Dillons,DILLONS,1417 N Kansas Ave,Liberal,KS,67901,6206264227,37.05355,-100.920279,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,27
61500015,Dillons - East Dillons,DILLONS,130 Sarber Ln,Manhattan,KS,66502,7857769285,39.1826908,-96.5560699,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,40
61500094,Dillons - Westloop Store,DILLONS,1101 Westloop Pl,Manhattan,KS,66502,7855397631,39.1914668,-96.6111358,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,47
61500036,Dillons - McPherson,DILLONS,1320 N Main St,Mc Pherson,KS,67460,6202416084,38.3834074,-97.6656704,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,30
61500032,Dillons - Mulvane,DILLONS,1203 N 2Nd Ave,Mulvane,KS,67110,3167771159,37.4866879,-97.2452175,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,13
61500084,Dillons - North Dillons,DILLONS,1216 N Main St,Newton,KS,67114,3162834180,38.0564088,-97.3428343,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,31
61500077,Dillons - South Dillons Small Dillons,DILLONS,1410 S Kansas Ave,Newton,KS,67114,3162843720,38.0276455,-97.3343538,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,28
61500108,Dillons - Pittsburg Dillons,DILLONS,2600 N Broadway St,Pittsburg,KS,66762,6202323300,37.4320742,-94.7036474,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,25
61500023,Dillons - Pratt Dillons,DILLONS,1108 E 1St St,Pratt,KS,67124,6206725597,37.6465387,-98.7276217,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,27
61500095,Dillons - Ohio and Cloud Dillons,DILLONS,1235 E Cloud St,Salina,KS,67401,7858278775,38.813746,-97.592327,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,28
61500074,Dillons - Planet Avenue Dillons,DILLONS,2350 Planet Ave,Salina,KS,67401,7858239403,38.7995496,-97.6149182,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,36
61500041,Dillons - Sunset Plaza Dillons,DILLONS,1201 W Crawford St,Salina,KS,67401,7858278743,38.8260115,-97.6236547,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,27
61500007,Dillons - Sterling Dillons,DILLONS,212 S Broadway Ave,Sterling,KS,67579,6202782311,38.2080439,-98.2064226,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,13
61500088,Dillons - 10th Gage Dillons Fleming Place Dillons,DILLONS,4015 Sw 10Th Ave,Topeka,KS,66604,7852288700,39.0504939,-95.7274241,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,29
61500047,Dillons - Brookwood Dillons,DILLONS,2815 Sw 29Th St,Topeka,KS,66614,7852720661,39.0141362,-95.7132721,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,28
61500067,Dillons - Cali California Dillons,DILLONS,2010 SE 29th St,Topeka,KS,66605,7852671797,39.0165768,-95.6499508,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,40
61500087,Dillons - Fairlawn Dillons,DILLONS,5311 SW 22nd Pl,Topeka,KS,66614,7852288760,39.0266857,-95.7446748,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,46
61500054,Dillons - North Dillons,DILLONS,800 NW 25th St,Topeka,KS,66618,7853572660,39.093561,-95.6745644,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,40
61500037,Dillons - Sherwood Dillons,DILLONS,6829 Sw 29Th St,Topeka,KS,66614,7852284200,39.0134048,-95.7822483,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,41
61500063,Dillons - Wellington Dillons,DILLONS,1111 W 8Th St,Wellington,KS,67152,6203265907,37.2683832,-97.411695,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,26
61500081,Dillons - 135th Maple Dillons,DILLONS,13415 W Maple St,Wichita,KS,67235,3167295200,37.677042,-97.496946,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,35
61500016,Dillons - 13th Tyler Dillons,DILLONS,8828 W 13Th St N,Wichita,KS,67212,3167225690,37.7100006,-97.4457417,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,31
61500034,Dillons - 13th West Dillons,DILLONS,3932 W 13Th St N,Wichita,KS,67203,3169427477,37.7097332,-97.3883502,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,29
61500089,Dillons - 21st Amidon,DILLONS,1910 W 21st St N,Wichita,KS,67203,3168381158,37.7235772,-97.3610638,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,30
61500056,Dillons - 37th Woodlawn Dillons,DILLONS,3707 N Woodlawn Blvd,Wichita,KS,67220,3166919130,37.7507235,-97.2640049,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,38
61500033,Dillons - 47th Broadway Dillons,DILLONS,4747 S Broadway Ave,Wichita,KS,67216,3165299030,37.6091931,-97.3355394,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,41
61500072,Dillons - Central Maize Dillons,DILLONS,10515 W Central Ave,Wichita,KS,67212,3167290050,37.6927303,-97.4646066,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,42
61500092,Dillons - Central ad West St Dillons,DILLONS,640 N West St,Wichita,KS,67203,3169411920,37.6941126,-97.3881759,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,28
61500091,Dillons - College Hill Dillons,DILLONS,3020 E Douglas Ave,Wichita,KS,67214,3166816830,37.6873055,-97.3003488,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,28
61500096,Dillons - Harry Edgemoor Dillons,DILLONS,5500 E Harry St,Wichita,KS,67218,3166865200,37.6659634,-97.2726503,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,35
61500012,Dillons - Harry Webb Dillons,DILLONS,9450 E Harry St,Wichita,KS,67207,3166512720,37.6659073,-97.2273631,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,37
61500065,Dillons - South Seneca Dillons,DILLONS,3211 S Seneca St,Wichita,KS,67217,3165224404,37.6359437,-97.3541231,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,44
61500066,Dillons - Tallgrass,DILLONS,2244 N Rock Rd,Wichita,KS,67226,3166855844,37.7246494,-97.2424328,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,32
61500049,Dillons Marketplace - 21st Maize Marketplace,DILLONS,10222 W 21St St N,Wichita,KS,67205,3167291530,37.724055,-97.4611465,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,55
61500020,Dillons Marketplace - Dillons Marketplace Rock Road Central,DILLONS,7707 E Central Ave,Wichita,KS,67206,3166512700,37.6921613,-97.2460114,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,50
61500045,Dillons - Winfield Dillons,DILLONS,2310 Main St,Winfield,KS,67156,6202215700,37.2259182,-96.9936985,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,26
70400310,Food 4 Less - Anaheim,FOOD4LESS,1616 W Katella Ave,Anaheim,CA,92802,7145397497,33.8018677,-117.9377591,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,12
70400982,Food 4 Less - Food 4 Less,FOOD4LESS,20600 Bear Valley Rd,Apple Valley,CA,92308,7606468089,34.471741,-117.214564,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,2
70400782,Food 4 Less - Kiowa Square,FOOD4LESS,20801 Bear Valley Rd,Apple Valley,CA,92308,7602474990,34.4701617,-117.2090595,,False,active,Returned by Kroger official Locations API on 2026-09-01,Kroger official Locations API,2026-09-01T20:17:21.472587+00:00,11
